2000
(-469.9747203,-202.3515647)
(-618.7196564,-260.1074813)
(692.128797,668.1303622)
(-140.0291916,899.9818208)
(849.5979181,-692.2195077)
(418.8007208,612.4732164)
(31.65210087,718.823188)
(-218.0681884,936.405566)
(-600.6948202,737.7824212)
(664.297438,967.3313279)
(128.7033715,-923.5033436)
(-756.9617726,-74.112539)
(-901.5086383,-142.2752504)
(782.9828778,-22.8346932)
(526.5826652,680.999509)
(248.7459523,-737.5106496)
(275.7754521,373.8283855)
(-506.5300589,-718.8280758)
(-137.7394379,-545.6101953)
(-631.5429301,-161.3646257)
(-870.4057569,-480.4863944)
(-534.8895713,-287.0651935)
(71.95388228,738.2475176)
(748.5873055,-739.8470575)
(943.799173,432.9143679)
(-980.1105187,779.3729047)
(-790.0920304,229.4786422)
(806.3884421,692.1594173)
(-316.2833737,-939.1151162)
(-617.5708443,-160.7196688)
(557.0569778,-576.8420073)
(-839.9472306,195.980303)
(-45.86281298,-729.3992711)
(635.7869134,94.93939609)
(502.1100757,466.6609476)
(-329.1460953,875.9119578)
(-352.5241041,-964.7662642)
(96.99637271,222.8188718)
(-899.1141466,-692.9289737)
(215.0828348,112.2188928)
(893.9374751,886.8103271)
(-615.6211488,-971.9134896)
(-700.6674064,510.122848)
(943.0028162,56.96170957)
(730.0827479,-414.4955074)
(-581.230841,-984.7637427)
(-105.8086781,-393.8888905)
(-527.8465562,752.0508184)
(844.630463,750.4292209)
(132.40708,624.2822908)
(732.9700566,-951.6497196)
(374.9806135,990.8936659)
(983.3762721,-653.546234)
(345.6426829,-843.28108)
(154.8487697,739.5020425)
(129.3341825,-518.6148024)
(-762.7938857,-907.9312936)
(-597.0732098,711.1913293)
(344.0400793,-417.057453)
(-194.5708114,-684.5863141)
(199.0198232,-379.4836023)
(274.8303745,-504.8714609)
(-486.7562901,-883.8951667)
(-883.5097017,547.2866053)
(-108.3076245,913.9292264)
(380.8579722,-103.7828193)
(-823.9095058,-749.2977712)
(-391.3474331,-881.8024827)
(348.4503024,-202.4298198)
(748.2734496,-828.5136339)
(902.2715481,734.2578235)
(680.6516221,-790.5271314)
(-536.9587298,852.3987594)
(756.6614707,102.8710242)
(485.0195309,341.050325)
(237.3048667,326.2504154)
(914.6049058,-16.47072705)
(824.0024122,76.62007732)
(-688.575731,-79.92390037)
(506.6237952,-490.0886268)
(-388.0509538,565.299759)
(627.7134862,412.0509204)
(-972.9892126,-420.738228)
(429.5539367,439.1690368)
(361.3312331,817.8543018)
(-112.6832372,336.3775014)
(-567.9728367,291.5746819)
(-463.2837301,167.9814622)
(-111.8043579,88.91654357)
(-23.05237412,670.8706346)
(755.8008742,-227.1362913)
(-460.3616642,-981.3442093)
(649.6394024,6.479558407)
(-144.4620655,971.1153919)
(-969.4579956,207.3961584)
(-256.5565679,-209.6512136)
(-928.2357799,-845.5578629)
(412.3674023,739.850122)
(-262.4655607,-198.0261897)
(-436.2721555,-951.9446256)
(-551.1365739,513.2412834)
(-232.7168064,384.2859492)
(-972.6818908,376.6379462)
(967.7391827,-929.8663626)
(516.5612608,620.7881798)
(-112.6359995,-563.7979486)
(-554.1327337,0.779676185)
(-855.3087517,686.4927236)
(656.6823338,-581.6875976)
(347.3228164,646.1263551)
(-209.1762709,376.2374758)
(-600.5937124,363.108953)
(158.5693051,-511.4089751)
(483.3778298,-385.3375549)
(-243.8750621,-699.7640587)
(511.9676698,-585.2194607)
